"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ISG20",1.52389362075947e-132,0.943725063717317,0.88,0.371,2.9878982222231e-128,"0","ISG20"
"GSAP",1.57887151169845e-132,0.781625095613873,0.907,0.403,3.09569337298714e-128,"0","GSAP"
"COTL1",1.93171318551965e-132,0.876395987296244,0.95,0.425,3.78751004284838e-128,"0","COTL1"
"GPR141",2.04231371924853e-132,0.745608783881533,0.925,0.44,4.00436450933058e-128,"0","GPR141"
"ST3GAL6",2.13741307092757e-132,0.721185330886744,0.861,0.38,4.19082580816769e-128,"0","ST3GAL6"
"HEMK1",2.20122892546577e-132,0.868729738075296,0.882,0.393,4.31594955416073e-128,"0","HEMK1"
"RP11-145E5.5",2.54508898552854e-132,0.839632136078666,0.982,0.476,4.99015597392581e-128,"0","RP11-145E5.5"
"C15orf57",2.61969717752153e-132,1.01927380819558,0.837,0.354,5.13644025596645e-128,"0","C15orf57"
"ECT2L",2.78446636796894e-132,0.802975185936803,0.76,0.302,5.4595032076767e-128,"0","ECT2L"
"TEX14",3.2119336397929e-132,0.780817467835757,0.97,0.452,6.29763828754195e-128,"0","TEX14"
"EBI3",5.91030003522654e-132,1.32581609018524,0.66,0.238,1.15883252790687e-127,"0","EBI3"
"CLDN14",6.85272243325746e-132,0.581217008074415,0.853,0.375,1.34361328748879e-127,"0","CLDN14"
"BARD1",7.38571163245157e-132,0.829552594097248,0.928,0.423,1.44811647977478e-127,"0","BARD1"
"ATP6AP1L",7.50559889585662e-132,0.818849475854215,0.766,0.318,1.47162277551061e-127,"0","ATP6AP1L"
"DTNBP1",7.62490086941494e-132,0.795282242385612,0.832,0.355,1.49501431346619e-127,"0","DTNBP1"
"DNPEP",7.72827985747971e-132,0.730456444853931,0.87,0.385,1.51528383165605e-127,"0","DNPEP"
"IL6ST",8.1879040256755e-132,0.84395067360507,0.859,0.374,1.60540234231419e-127,"0","IL6ST"
"SLC43A3",9.0849541880559e-132,0.744862510853636,0.786,0.315,1.78128696765212e-127,"0","SLC43A3"
"GUCY2C",1.17043237684824e-131,1.04443558223702,0.705,0.267,2.29486676128635e-127,"0","GUCY2C"
"FNBP1",1.7224060179733e-131,0.907985178586572,0.996,0.502,3.37712147944026e-127,"0","FNBP1"
"LENG9",2.88689772781678e-131,0.939899064205682,0.797,0.335,5.66034037493036e-127,"0","LENG9"
"FIBCD1",3.56096988005138e-131,0.648138516159359,0.771,0.313,6.98199364381675e-127,"0","FIBCD1"
"TMEM37",6.90084553223478e-131,1.29114914449665,0.606,0.201,1.35304878350527e-126,"0","TMEM37"
"NLRP7",7.84845709597741e-131,1.19613213712499,0.701,0.266,1.53884698280829e-126,"0","NLRP7"
"LYSMD2",9.82197590302921e-131,0.57596065068212,0.863,0.38,1.92579481530694e-126,"0","LYSMD2"
"NBN",1.01166372408025e-130,0.804917403328824,0.885,0.388,1.98356906380416e-126,"0","NBN"
"MICAL1",1.06831386093794e-130,0.935100913494696,0.786,0.328,2.09464298714102e-126,"0","MICAL1"
"PPFIBP1",1.27582354532805e-130,0.722220799221437,0.897,0.396,2.50150722532471e-126,"0","PPFIBP1"
"GTF2E2",1.28479495206951e-130,0.889678755250347,0.876,0.384,2.51909746252268e-126,"0","GTF2E2"
"RP11-96O20.4",1.34833080007606e-130,0.861599956644919,0.854,0.374,2.64367219970913e-126,"0","RP11-96O20.4"
"RP11-15H20.8",1.51546872976679e-130,1.10480984667923,0.724,0.281,2.97137953845374e-126,"0","RP11-15H20.8"
"ORAI2",1.64467983794803e-130,0.888263256419603,0.865,0.369,3.2247237582647e-126,"0","ORAI2"
"CD226",1.74492537673942e-130,0.686733023227957,0.927,0.418,3.42127518617298e-126,"0","CD226"
"HVCN1",1.85877517719353e-130,0.796483697566719,0.956,0.449,3.64450048992336e-126,"0","HVCN1"
"TMED7-TICAM2",2.73745460971448e-130,0.717326136438672,0.896,0.401,5.36732725326718e-126,"0","TMED7-TICAM2"
"RPS29",2.75417246382677e-130,0.762940216081855,0.875,0.38,5.40010594982515e-126,"0","RPS29"
"TICAM2",3.44482468093027e-130,1.20235131603387,0.693,0.265,6.75426775189999e-126,"0","TICAM2"
"BIRC3",3.7200090345538e-130,1.00747295786876,0.778,0.318,7.29382171404963e-126,"0","BIRC3"
"MAP2K3",4.28437878301453e-130,0.734294052703663,0.843,0.36,8.4003814798566e-126,"0","MAP2K3"
"GLB1",4.594985626448e-130,0.777513919311716,0.854,0.367,9.0093883177766e-126,"0","GLB1"
"STAM",5.01974310726784e-130,0.919265967210724,0.778,0.316,9.84221031042006e-126,"0","STAM"
"APBB1IP",5.08589453708578e-130,0.756103543914865,0.934,0.432,9.9719134188641e-126,"0","APBB1IP"
"ABCB4",5.17264018036014e-130,0.62666805695719,0.753,0.298,1.01419956016321e-125,"0","ABCB4"
"CLNK",5.33332136680994e-130,0.71927558529303,0.907,0.425,1.04570432039042e-125,"0","CLNK"
"PIGC",6.84935069235242e-130,0.755693335885396,0.838,0.362,1.34295219024954e-125,"0","PIGC"
"GPATCH2L",7.62827620586146e-130,0.602460206848598,0.867,0.392,1.49567611568326e-125,"0","GPATCH2L"
"GLDC",1.02027732257652e-129,0.787515034166133,0.922,0.411,2.00045774637577e-125,"0","GLDC"
"CTD-2535L24.2",1.19593414450672e-129,0.644339197912818,0.778,0.323,2.34486807713433e-125,"0","CTD-2535L24.2"
"SFT2D1",1.45126172539135e-129,1.08402899766403,0.746,0.303,2.84548886497482e-125,"0","SFT2D1"
"MTRR",1.69632020130187e-129,0.940066889554849,0.778,0.324,3.32597501869258e-125,"0","MTRR"
"CDC42EP4",1.82725404676925e-129,0.849279588709582,0.837,0.356,3.58269700950047e-125,"0","CDC42EP4"
"MYO1G",1.86975011636578e-129,0.826099433557269,0.808,0.336,3.66601905315838e-125,"0","MYO1G"
"CARS",1.95774728387453e-129,0.79135677570272,0.849,0.378,3.83855509949279e-125,"0","CARS"
"TRPV2",2.89408156056938e-129,1.13426561749264,0.747,0.301,5.67442571580838e-125,"0","TRPV2"
"IL7",3.031097445667e-129,0.658221404101705,0.803,0.341,5.94307276171929e-125,"0","IL7"
"NCF2",3.09153654027586e-129,1.00416279243079,0.762,0.313,6.06157569451887e-125,"0","NCF2"
"KLRG1",3.39120865135939e-129,0.989906070551386,0.82,0.349,6.64914280272035e-125,"0","KLRG1"
"IKBKB",3.49555948972199e-129,0.71789230607231,0.92,0.415,6.85374349149791e-125,"0","IKBKB"
"ARPC1A",3.5431300326789e-129,0.780013143333971,0.924,0.423,6.94701505507352e-125,"0","ARPC1A"
"SCNN1B",4.24443471229153e-129,0.657084942124411,0.88,0.403,8.32206314039e-125,"0","SCNN1B"
"HSD11B1L",5.60031952707657e-129,0.75566349262206,0.875,0.385,1.0980546496739e-124,"0","HSD11B1L"
"LSS",6.9609938648276e-129,0.873688030429908,0.735,0.285,1.36484206707675e-124,"0","LSS"
"CD74",7.42549733656914e-129,0.832925486823395,0.885,0.398,1.45591726278111e-124,"0","CD74"
"CTSC",8.09863933288643e-129,0.888781190258665,0.849,0.365,1.58790021399904e-124,"0","CTSC"
"LZTFL1",8.59500065205299e-129,0.686974731249342,0.84,0.368,1.68522177784803e-124,"0","LZTFL1"
"METAP1",1.04030651931557e-128,0.877679222694489,0.828,0.357,2.03972899242204e-124,"0","METAP1"
"ERCC6",1.40221349604913e-128,0.653465560293452,0.817,0.357,2.74932000170354e-124,"0","ERCC6"
"CCR7",1.42352894440857e-128,1.04804315343958,0.77,0.324,2.79111320130189e-124,"0","CCR7"
"NRCAM",1.43806748802484e-128,0.697011771409558,0.965,0.483,2.81961892377031e-124,"0","NRCAM"
"SP110",2.03530672800795e-128,0.890040018226756,0.864,0.374,3.99062590160519e-124,"0","SP110"
"ALPK2",2.0737248193876e-128,0.771514263805287,0.983,0.486,4.06595225337327e-124,"0","ALPK2"
"HMSD",2.65075559285777e-128,0.810261072110089,0.769,0.327,5.19733649091623e-124,"0","HMSD"
"TSEN34",3.67080359436858e-128,0.71806594845382,0.958,0.448,7.19734460747847e-124,"0","TSEN34"
"MVK",3.93952651721023e-128,0.878099642900478,0.769,0.324,7.7242296422941e-124,"0","MVK"
"METTL21A",4.07347307096732e-128,0.973008265431962,0.844,0.371,7.98685865024563e-124,"0","METTL21A"
"SPOPL",4.17904374486734e-128,0.980003662950705,0.752,0.306,8.1938510705614e-124,"0","SPOPL"
"DMRT1",4.48924389522272e-128,0.512385048818674,0.843,0.367,8.80206050536319e-124,"0","DMRT1"
"MCM5",5.20660438819519e-128,0.9445317336858,0.801,0.338,1.02085892239343e-123,"0","MCM5"
"AC024592.12",5.25761721492202e-128,0.779701866670668,0.902,0.4,1.03086100732976e-123,"0","AC024592.12"
"SETDB2",5.78243704140098e-128,0.819378615340605,0.865,0.371,1.13376243070749e-123,"0","SETDB2"
"RP11-1035H13.3",6.18397273968066e-128,0.957214411465909,0.797,0.33,1.21249153506919e-123,"0","RP11-1035H13.3"
"GRN",7.18535276307635e-128,0.697993137757987,0.78,0.322,1.40883211625638e-123,"0","GRN"
"ZC3H12A",7.60769130243295e-128,0.922290299402826,0.793,0.329,1.49164003366803e-123,"0","ZC3H12A"
"CDCA7L",7.8219876012704e-128,0.865657761054656,0.766,0.317,1.53365710898109e-123,"0","CDCA7L"
"FAS",9.63896679397792e-128,1.10732114460059,0.735,0.289,1.88991221929525e-123,"0","FAS"
"CTD-2331H12.8",1.09725760802348e-127,0.880485739287011,0.802,0.341,2.15139299205164e-123,"0","CTD-2331H12.8"
"ZNF487",1.37471396466032e-127,0.921694370537877,0.866,0.37,2.69540167050949e-123,"0","ZNF487"
"MIS18BP1",1.518413568565e-127,0.946014158157099,0.792,0.334,2.97715348388539e-123,"0","MIS18BP1"
"NSUN3",1.57023912339182e-127,0.833666771286094,0.802,0.338,3.07876784923435e-123,"0","NSUN3"
"DEK",1.62383430507017e-127,0.553007037450619,0.777,0.319,3.18385192195109e-123,"0","DEK"
"CLEC17A",1.73853128847873e-127,0.940980609374226,0.739,0.292,3.40873829732026e-123,"0","CLEC17A"
"CHI3L2",1.83895033741811e-127,0.839734728158201,0.976,0.456,3.60562992657569e-123,"0","CHI3L2"
"FAM156A",2.26452215930999e-127,0.989139561610751,0.754,0.308,4.44004859775909e-123,"0","FAM156A"
"PILRA",2.36476461044646e-127,0.751639095839012,0.907,0.399,4.63659397170237e-123,"0","PILRA"
"CARD8",3.07811928444733e-127,0.857653769714109,0.803,0.336,6.03526848101588e-123,"0","CARD8"
"HS1BP3",3.63545740448314e-127,0.725263248912001,0.937,0.439,7.12804133297009e-123,"0","HS1BP3"
"DOCK5",3.82166738739403e-127,0.688355891860137,0.901,0.411,7.49314324646348e-123,"0","DOCK5"
"RHOBTB3",4.10359798294068e-127,0.801620868128049,0.959,0.449,8.0459245651518e-123,"0","RHOBTB3"
"NUDT15",4.87294870670251e-127,1.26435503705308,0.696,0.276,9.55439052923162e-123,"0","NUDT15"
"RP11-795F19.5",5.18300882759634e-127,0.777904307847567,0.861,0.376,1.01623254082681e-122,"0","RP11-795F19.5"
"SLC38A1",6.11614654029079e-127,0.698458923157971,0.91,0.415,1.19919285215481e-122,"0","SLC38A1"
"NEDD9",6.28032456463658e-127,0.751399520759045,0.98,0.501,1.23138323738829e-122,"0","NEDD9"
"CTD-2192J16.17",6.31146515479763e-127,0.79508109130742,0.845,0.37,1.23748897290117e-122,"0","CTD-2192J16.17"
"FAM110B",6.44568601509018e-127,0.608043815365716,0.91,0.434,1.26380565697873e-122,"0","FAM110B"
"CATSPERG",6.77065066786271e-127,0.781580798602781,0.859,0.373,1.32752147644784e-122,"0","CATSPERG"
"SH3TC1",6.92040774644314e-127,0.650471119842519,0.953,0.45,1.35688434684511e-122,"0","SH3TC1"
"ANXA6",7.23602390000395e-127,0.780823680474466,0.932,0.431,1.41876720607377e-122,"0","ANXA6"
"IL12RB2",7.45528190609032e-127,0.79698600792874,0.798,0.333,1.46175712332713e-122,"0","IL12RB2"
"GTPBP6",8.43441200347648e-127,0.778983187074882,0.872,0.39,1.65373516152163e-122,"0","GTPBP6"
"RPL36",9.0860682485258e-127,0.721690272348975,0.936,0.429,1.78150540148845e-122,"0","RPL36"
"IL18R1",9.706689450857e-127,0.736873049257484,0.81,0.346,1.90319060062953e-122,"0","IL18R1"
"PPAN-P2RY11",9.90477896446967e-127,0.922600164312747,0.796,0.345,1.94203001156357e-122,"0","PPAN-P2RY11"
"VANGL1",1.18330071630329e-126,0.772376205132106,0.799,0.342,2.32009771445585e-122,"0","VANGL1"
"MIA-RAB4B",1.24061133378741e-126,0.786896020552121,0.869,0.38,2.43246664215697e-122,"0","MIA-RAB4B"
"TMBIM6",1.40934396386231e-126,0.789676488745555,0.93,0.425,2.76330070994484e-122,"0","TMBIM6"
"SGCE",1.41282070436763e-126,0.72518624134412,0.758,0.312,2.7701175550536e-122,"0","SGCE"
"MZF1",1.6271525439319e-126,0.899646800757221,0.853,0.372,3.19035799288727e-122,"0","MZF1"
"C4orf46",1.65470547888372e-126,1.03239334482988,0.802,0.337,3.24438103244731e-122,"0","C4orf46"
"PDCL3",1.97081721710691e-126,1.16572473614666,0.77,0.318,3.86418131758152e-122,"0","PDCL3"
"MBP",1.97245160193332e-126,0.795079249998638,0.989,0.511,3.86738585591066e-122,"0","MBP"
"RGMB",2.04959792183694e-126,0.74570588619308,0.825,0.361,4.01864664534569e-122,"0","RGMB"
"ICAM1",2.07499261009598e-126,1.08737744377794,0.724,0.294,4.06843801061519e-122,"0","ICAM1"
"GGA2",2.20187734428168e-126,0.746962590281968,0.84,0.366,4.31722090893309e-122,"0","GGA2"
"CTD-2006C1.13",2.59051849331743e-126,0.868442484686157,0.772,0.321,5.07922960984748e-122,"0","CTD-2006C1.13"
"IGSF9B",2.87282184073187e-126,0.593318677814744,0.853,0.375,5.63274178312297e-122,"0","IGSF9B"
"CD80",3.07035297542712e-126,0.966112278821663,0.775,0.322,6.02004107891996e-122,"0","CD80"
"CASP7",3.35224490711357e-126,0.886722815427167,0.781,0.326,6.57274658937757e-122,"0","CASP7"
"WDR37",3.62342573495926e-126,0.763658963392048,0.94,0.432,7.10445083853462e-122,"0","WDR37"
"RP11-717K11.2",3.97007308549949e-126,0.532730511164442,0.888,0.397,7.78412229873885e-122,"0","RP11-717K11.2"
"PSD4",4.05662281690947e-126,0.716754505573117,0.892,0.391,7.95382035711439e-122,"0","PSD4"
"DHRS12",4.42929480152545e-126,0.840679985111097,0.805,0.349,8.68451831735096e-122,"0","DHRS12"
"TNFRSF13B",5.03281511669632e-126,0.892771667950554,0.854,0.371,9.86784059930647e-122,"0","TNFRSF13B"
"SFRP4",6.10394928942635e-126,0.77395821459169,0.782,0.33,1.19680133717782e-121,"0","SFRP4"
"RP11-314N13.10",8.34955552640372e-126,0.78997277632138,0.882,0.401,1.63709735206198e-121,"0","RP11-314N13.10"
"RAB27A",9.5033824886207e-126,0.764098926760274,0.923,0.418,1.86332820454386e-121,"0","RAB27A"
"CLN8",9.66270395969841e-126,0.993074531789014,0.759,0.312,1.89456636537807e-121,"0","CLN8"
"PLEKHG6",9.94804931777113e-126,0.898885579992709,0.68,0.258,1.95051402973539e-121,"0","PLEKHG6"
"LIPC",1.19009659619927e-125,0.609181105399927,0.892,0.415,2.33342239616791e-121,"0","LIPC"
"UPB1",1.32846824158111e-125,0.783543553065301,0.703,0.271,2.60472768126808e-121,"0","UPB1"
"MS4A15",1.47092001643007e-125,0.848816024432731,0.787,0.331,2.88403287621444e-121,"0","MS4A15"
"LINC00959",1.56689383818677e-125,0.853458133746075,0.831,0.366,3.07220874853281e-121,"0","LINC00959"
"ZNF672",1.76343759429477e-125,0.998362417918018,0.803,0.343,3.45757209113375e-121,"0","ZNF672"
"RALB",2.11737721658794e-125,0.787736476652738,0.845,0.378,4.15154150856397e-121,"0","RALB"
"TMOD1",2.17273161338205e-125,0.666891317724668,0.886,0.405,4.26007487435819e-121,"0","TMOD1"
"FIS1",2.79945516318384e-125,0.810968198074873,0.837,0.366,5.48889173845455e-121,"0","FIS1"
"FMC1",2.91886231414769e-125,0.901503086520259,0.785,0.331,5.72301333934937e-121,"0","FMC1"
"RNF216",3.02977508543136e-125,0.767530418894772,0.965,0.469,5.94048001000527e-121,"0","RNF216"
"RAP2B",3.04526909565435e-125,0.96681187679297,0.818,0.342,5.97085911584948e-121,"0","RAP2B"
"C10orf10",3.80705231608066e-125,1.12986708010536,0.666,0.255,7.46448747613934e-121,"0","C10orf10"
"CDC42SE2",3.88491670667535e-125,0.830307305085347,0.972,0.443,7.61715618677836e-121,"0","CDC42SE2"
"IBA57",4.71205740556434e-125,0.850946472974043,0.851,0.37,9.23893095509001e-121,"0","IBA57"
"PDXDC1",5.91969828364304e-125,0.731513634732588,0.909,0.419,1.16067524247389e-120,"0","PDXDC1"
"RIN3",6.05484879569444e-125,0.799356257114386,0.986,0.511,1.18717420337181e-120,"0","RIN3"
"NXT1",1.45420559871894e-124,1.11948364568212,0.725,0.288,2.85126091740823e-120,"0","NXT1"
"CMC2",1.62167178088644e-124,0.847519079864992,0.823,0.365,3.17961186078403e-120,"0","CMC2"
"CHRNA1",1.76002987867239e-124,0.780982482424959,0.724,0.292,3.45089058311295e-120,"0","CHRNA1"
"OTP",1.93533543934328e-124,0.942010617774291,0.69,0.267,3.79461219592036e-120,"0","OTP"
"PXT1",2.09040795754481e-124,0.916217992355909,0.778,0.321,4.0986628823581e-120,"0","PXT1"
"ADTRP",2.53920911949456e-124,0.637037884418346,0.88,0.395,4.97862732059298e-120,"0","ADTRP"
"REEP1",2.56538858280773e-124,0.589557394276095,0.858,0.379,5.02995739431112e-120,"0","REEP1"
"C4orf36",2.57481141050849e-124,0.820211228487854,0.856,0.373,5.04843273258401e-120,"0","C4orf36"
"CD72",2.61432728392727e-124,0.917367700330953,0.785,0.325,5.1259115055962e-120,"0","CD72"
"NFKB1",2.76517225262331e-124,0.661769513006331,0.932,0.452,5.42167323571852e-120,"0","NFKB1"
"NSMAF",2.99646364140608e-124,0.665063557676698,0.777,0.325,5.87516626170489e-120,"0","NSMAF"
"PLCD1",3.07525574983491e-124,0.84431222400726,0.831,0.366,6.0296539487013e-120,"0","PLCD1"
"ADSL",3.26268617034851e-124,0.937546119605713,0.781,0.321,6.39714877420232e-120,"0","ADSL"
"MAP3K8",4.08122539121397e-124,0.854475176307074,0.824,0.351,8.00205862455324e-120,"0","MAP3K8"
"ARHGDIB",4.18767615520278e-124,0.854737394705253,0.811,0.344,8.21077663750609e-120,"0","ARHGDIB"
"LDLR",4.29644828337493e-124,0.852946218354919,0.882,0.391,8.42404614921323e-120,"0","LDLR"
"HLA-F",4.82860969044511e-124,1.29169277393289,0.654,0.247,9.46745502005573e-120,"0","HLA-F"
"SEC22C",5.31366773316149e-124,0.788321380620112,0.945,0.446,1.04185083244097e-119,"0","SEC22C"
"PLEKHO1",6.53537276711069e-124,0.606043650458858,0.84,0.366,1.28139053844739e-119,"0","PLEKHO1"
"IFNGR2",8.33795887779814e-124,0.767445395450319,0.861,0.372,1.63482359716988e-119,"0","IFNGR2"
"PRADC1",8.40325365209917e-124,1.03106572960396,0.75,0.306,1.64762594356708e-119,"0","PRADC1"
"RRM2B",8.44356353521223e-124,0.796657383887506,0.912,0.413,1.65552950234906e-119,"0","RRM2B"
"STPG1",8.4608234179854e-124,0.62591011492675,0.865,0.386,1.6589136475644e-119,"0","STPG1"
"USP45",9.37650550171368e-124,0.752164924583361,0.863,0.382,1.838451433721e-119,"0","USP45"
"C6orf106",1.03508479613657e-123,0.782062300931952,0.937,0.44,2.02949075978497e-119,"0","C6orf106"
"TSN",1.743193035199e-123,0.899307217901807,0.847,0.365,3.41787858411468e-119,"0","TSN"
"SACS",1.90526056054001e-123,0.648184721031308,0.851,0.373,3.7356443810508e-119,"0","SACS"
"AIM2",2.00646467687844e-123,0.651398903047178,0.867,0.394,3.93407529195555e-119,"0","AIM2"
"ALKBH7",2.10165057667165e-123,1.07898224267743,0.786,0.333,4.12070628568011e-119,"0","ALKBH7"
"PDCD10",2.14061737485002e-123,0.657457065316389,0.888,0.405,4.19710848686844e-119,"0","PDCD10"
"RNF138",2.37413170233157e-123,0.949018855284766,0.825,0.354,4.65496002876151e-119,"0","RNF138"
"KIAA0513",2.38489455543142e-123,0.754329729932594,0.846,0.365,4.67606275483438e-119,"0","KIAA0513"
"RFWD2",2.59023718709855e-123,0.612459474002705,0.92,0.431,5.07867805274413e-119,"0","RFWD2"
"GFM1",3.04539910622737e-123,0.943138060392567,0.747,0.298,5.97111402758e-119,"0","GFM1"
"CCT7",3.49396939402481e-123,1.0155747081531,0.778,0.327,6.85062579086444e-119,"0","CCT7"
"SLC35B4",3.56448988598038e-123,0.983540852143698,0.708,0.275,6.98889531944174e-119,"0","SLC35B4"
"BFAR",3.58653599258644e-123,1.12954412627685,0.728,0.298,7.03212112066424e-119,"0","BFAR"
"LEPROT",3.64049381951361e-123,0.88128399445546,0.812,0.345,7.13791623192033e-119,"0","LEPROT"
"MYEOV",3.70025255724017e-123,0.527394629811571,0.836,0.367,7.25508518898081e-119,"0","MYEOV"
"HS3ST1",4.10909760833581e-123,1.01568015560047,0.642,0.241,8.05670768066401e-119,"0","HS3ST1"
"IFIH1",6.12241635731478e-123,0.653802973158345,0.765,0.319,1.20042217517871e-118,"0","IFIH1"
"SCAF11",6.81099441790483e-123,0.819436913258054,0.856,0.376,1.3354316755186e-118,"0","SCAF11"
"TMBIM1",7.23638306077942e-123,0.995676557422888,0.789,0.333,1.41883762672702e-118,"0","TMBIM1"
"CNST",8.2030639130294e-123,0.69191875335914,0.892,0.403,1.60837474142767e-118,"0","CNST"
"RAB4B",9.39527085853453e-123,0.704248876776018,0.866,0.383,1.84213075723286e-118,"0","RAB4B"
"GNA15",9.46213079662805e-123,0.846757495550503,0.678,0.26,1.85523998529486e-118,"0","GNA15"
"ZCCHC14",9.60866769302246e-123,0.580982400136214,0.768,0.312,1.88397147457091e-118,"0","ZCCHC14"
"CENPM",9.7771491110709e-123,0.991416963064173,0.843,0.368,1.91700562620767e-118,"0","CENPM"
"STX7",1.08288714558505e-122,0.853652095156396,0.873,0.38,2.12321682634861e-118,"0","STX7"
"LINC00094",1.17061443053906e-122,1.15625345228592,0.7,0.273,2.29522371395794e-118,"0","LINC00094"
"C10orf54",1.2157263284315e-122,0.826277110604276,0.819,0.356,2.38367461215564e-118,"0","C10orf54"
"SNED1",1.26050417496977e-122,0.538618196630474,0.898,0.408,2.47147053586322e-118,"0","SNED1"
"EIF2D",1.30010398751131e-122,0.813412312100635,0.85,0.384,2.54911388831342e-118,"0","EIF2D"
"STAG3",1.38673761967999e-122,0.853354485309513,0.882,0.39,2.71897645090655e-118,"0","STAG3"
"BATF3",1.54862728841386e-122,1.16030235908455,0.66,0.253,3.03639352439305e-118,"0","BATF3"
"WDR89",1.65971474476029e-122,0.87003956989274,0.835,0.369,3.2542027000515e-118,"0","WDR89"
"RAB8B",1.92548282306794e-122,0.827021720645333,0.866,0.388,3.7752941711893e-118,"0","RAB8B"
"TRIM35",2.03660740235551e-122,0.936820377755533,0.746,0.313,3.99317613379844e-118,"0","TRIM35"
"RPP40",2.16543044330368e-122,1.17253599773271,0.699,0.275,4.24575947018552e-118,"0","RPP40"
"CCDC146",2.60530841431696e-122,0.655218992927551,0.93,0.424,5.10822820795127e-118,"0","CCDC146"
"SKIV2L2",2.61129829989724e-122,0.624778996956804,0.817,0.36,5.11997257660851e-118,"0","SKIV2L2"
"EFHB",2.71950182548371e-122,0.685897254396879,0.818,0.348,5.3321272292259e-118,"0","EFHB"
"ZNF83",3.23804124557906e-122,0.824067025813599,0.789,0.332,6.34882747020687e-118,"0","ZNF83"
"NCOA7",3.87811896919421e-122,0.707077114213991,0.962,0.456,7.60382786289908e-118,"0","NCOA7"
"ANXA7",3.91352754547512e-122,1.1355031336437,0.693,0.271,7.67325345841307e-118,"0","ANXA7"
"LRRC20",4.23060018559584e-122,0.634675135896405,0.905,0.412,8.29493778389777e-118,"0","LRRC20"
"A4GALT",4.43082389104488e-122,0.916475764535785,0.75,0.305,8.6875164031717e-118,"0","A4GALT"
"ETFDH",4.51055680393695e-122,0.948479013540395,0.802,0.348,8.84384872547918e-118,"0","ETFDH"
"SCLT1",4.86165044908627e-122,0.611162794667931,0.928,0.429,9.53223803552345e-118,"0","SCLT1"
